job_title,company_name,company_location,job_url
b'Python Software Developer (m/w/d)',b'Positive Thinking Company',"b'Frankfurt, Hesse, Germany'",b'https://de.linkedin.com/jobs/view/python-software-developer-m-w-d-at-positive-thinking-company-3589261541?refId=hnymDfwL8L4iQzQKidajjA%3D%3D&trackingId=9zQg24ripkun3WPzHyfRTw%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/d)',b'sewts',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-d-at-sewts-3554155604?refId=hnymDfwL8L4iQzQKidajjA%3D%3D&trackingId=B4y88aDi8tmy%2FIlmJaNFqQ%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer - Flexible Working Hours (All Genders)',b'The Recruitment 2.0 Group',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-flexible-working-hours-all-genders-at-the-recruitment-2-0-group-3581557992?refId=hnymDfwL8L4iQzQKidajjA%3D%3D&trackingId=UUHGOSaJzgLW1DkYM6n5wg%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Software Engineer (w/m/d)',b'Next Kraftwerke',"b'Cologne, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/python-software-engineer-w-m-d-at-next-kraftwerke-3564915299?refId=hnymDfwL8L4iQzQKidajjA%3D%3D&trackingId=JczNsvye%2B1gDeCsdZwEKrQ%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Intermediate Python Specialist (gn) Hamburg o. 100% Remote',b'workidentity GmbH',b'Germany',b'https://de.linkedin.com/jobs/view/intermediate-python-specialist-gn-hamburg-o-100%25-remote-at-workidentity-gmbh-3584980575?refId=hnymDfwL8L4iQzQKidajjA%3D%3D&trackingId=aOrBdJmp83uazMfDD9snHw%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Machine Learning Engineers (Computer Vision)',b'Retail Foundation',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/machine-learning-engineers-computer-vision-at-retail-foundation-3589823043?refId=hnymDfwL8L4iQzQKidajjA%3D%3D&trackingId=PaSZYDZyaIrjknuSOcxgwg%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card'
job_title,company_name,company_location,job_url
b'Junior Back End Developer (m/w/d)',b'apploft. GmbH',"b'Hamburg, Hamburg, Germany'",b'https://de.linkedin.com/jobs/view/junior-back-end-developer-m-w-d-at-apploft-gmbh-3584981518?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=WOGab2O52%2BK%2F04yz2JEQxg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Engineering internship in Sweden!',b'Iknal Semikan',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/engineering-internship-in-sweden%21-at-iknal-semikan-3586282709?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=vDHhaR1EOSLpMmOenUMzMg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'(Senior) Python Developer (m/f/d)',b'GPORTAL',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/senior-python-developer-m-f-d-at-gportal-3589250651?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=u8SQt7WgSNF8Zx9diA6Csg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Engineer Marketing Engineering (m/w/d)',b'advalyze',b'Germany',b'https://de.linkedin.com/jobs/view/python-engineer-marketing-engineering-m-w-d-at-advalyze-3589265660?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=ySmt5kD%2F%2FWGpWfjBcGF%2BaA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Entwickler (m/w/d) - 100% remote m\xc3\xb6glich',b'Connecting Dots GmbH & Co. KG',b'Germany',b'https://de.linkedin.com/jobs/view/python-entwickler-m-w-d-100%25-remote-m%C3%B6glich-at-connecting-dots-gmbh-co-kg-3568148585?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=tBDZ2Gd%2Bo5fJBfs5oCEj6g%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer - Flexible Working Hours (All Genders)',b'The Recruitment 2.0 Group',"b'Baden-W\xc3\xbcrttemberg, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-flexible-working-hours-all-genders-at-the-recruitment-2-0-group-3581558924?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=DShFYMwIDH0GBXel%2Bh0RpA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'(Senior) QA Automation Engineer - Python with Selenium (gn)',b'MEDWING',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/senior-qa-automation-engineer-python-with-selenium-gn-at-medwing-3590346128?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=9RfggKowTjy81hIyw7e1ug%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Application Developer (m/f/d)',b'Deutsche Rentenversicherung Bund',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/application-developer-m-f-d-at-deutsche-rentenversicherung-bund-3586354580?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=bMetlvbxseB1X2PWZJ4lAQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Junior Consultant (m/w/d)',b'TOPdesk Deutschland GmbH',"b'Kaiserslautern, Rhineland-Palatinate, Germany'",b'https://de.linkedin.com/jobs/view/junior-consultant-m-w-d-at-topdesk-deutschland-gmbh-3587425617?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=Nlyy7fhOP%2FrUoZdz9znjtg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Center Engineer - \xe2\x82\xac70,000 to \xe2\x82\xac130,000 - Elite Trading Firm'",b'Hunter Bond',b'Frankfurt Rhine-Main Metropolitan Area',b'https://de.linkedin.com/jobs/view/data-center-engineer-%E2%82%AC70-000-to-%E2%82%AC130-000-elite-trading-firm-at-hunter-bond-3586521950?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=INLM2APnhpIj8v6HfxSTlQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Senior Python Engineer (hybrid)',b'BeamNG GmbH',"b'Bremen, Bremen, Germany'",b'https://de.linkedin.com/jobs/view/senior-python-engineer-hybrid-at-beamng-gmbh-3556938548?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=hEzkB%2B%2FxQ2Wxio%2BVphv4ug%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Senior Python Developer',b'payabl.',"b'Frankfurt, Hesse, Germany'",b'https://de.linkedin.com/jobs/view/senior-python-developer-at-payabl-3580760916?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=d8%2F7931RHvSzOHpPptW5HA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Trainee Data Scientist/ML Engineer',b'CUJU',b'Germany',b'https://de.linkedin.com/jobs/view/trainee-data-scientist-ml-engineer-at-cuju-3589275232?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=h2ChC0BsyarzvrfvMkED9Q%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Engineering Working Student/Intern (f/m/d)',b'Predium',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/data-engineering-working-student-intern-f-m-d-at-predium-3589266731?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=OpT6fTO3YJBMo2zgmKj9pA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Frontend Developer',b'Restack',"b'Berlin, Germany'",b'https://de.linkedin.com/jobs/view/frontend-developer-at-restack-3592946029?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=RaMTZmPe%2FBnvE7n7XbE%2FvQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Machine Learning Expert (m/f/d) at Singulary',b'Singulary',"b'Leipzig, Saxony, Germany'",b'https://de.linkedin.com/jobs/view/machine-learning-expert-m-f-d-at-singulary-at-singulary-3592584399?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=QmTeH2ubhY3L3VTG2kc1PQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/x)',b'roastmarket',"b'Frankfurt, Hesse, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-x-at-roastmarket-3577552898?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=M3pVeWyrWy%2B71LHRPNYqVA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Doktorand/in (w/m/d)',b'RWTH Aachen University',"b'Aachen, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/doktorand-in-w-m-d-at-rwth-aachen-university-3586528423?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=ekECaJUrm3DCfQzmMS421Q%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'JavaScript-Entwickler (m/w/d)',b'ELO Digital Office - International',"b'Stuttgart, Baden-W\xc3\xbcrttemberg, Germany'",b'https://de.linkedin.com/jobs/view/javascript-entwickler-m-w-d-at-elo-digital-office-international-3587434417?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=7cteao11wSGp4WqyuL3X0g%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst (m/w/d)',b'CarVia',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-carvia-3584976188?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=KbiWyWFxdyG3WTZ4fACSUA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Graduate Software Developer (Python)',b'Qdrant',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/graduate-software-developer-python-at-qdrant-3589271533?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=X6UtR3PGWzHghuapbreOUA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'(Junior) Consultant Data Science (w/m/d)',b'KPMG Deutschland',"b'Saarbr\xc3\xbccken, Saarland, Germany'",b'https://de.linkedin.com/jobs/view/junior-consultant-data-science-w-m-d-at-kpmg-deutschland-3577707957?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=HBJpkQ5Ns4Yjf0mxi%2BD%2FXw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Junior - Software Engineer',b'anevis solutions GmbH',"b'W\xc3\xbcrzburg, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/junior-software-engineer-at-anevis-solutions-gmbh-3588028506?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=Q6lwo5YiclsFgIbwX%2BfRkA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Backend Engineer (Node.js) | Berlin or Europe remote',b'n8n',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/backend-engineer-node-js-berlin-or-europe-remote-at-n8n-3592343079?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=bXMKewhbbuUtoKBXla8Akg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'(Junior) Consultant Data Science (w/m/d)',b'KPMG Deutschland',"b'Freiburg, Baden-W\xc3\xbcrttemberg, Germany'",b'https://de.linkedin.com/jobs/view/junior-consultant-data-science-w-m-d-at-kpmg-deutschland-3577707958?refId=IZNa9SQhAoA1q0cBCENLsw%3D%3D&trackingId=Az8arlcwqWA4fhIgHEnWuQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'(Junior) Software Developer \xe2\x80\x93 Inhouse (w/m/d)',b'Energieversum GmbH & Co. KG',"b'G\xc3\xbctersloh, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/junior-software-developer-%E2%80%93-inhouse-w-m-d-at-energieversum-gmbh-co-kg-3591923174?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=iDiZ4EYeA3Vp28wSWYNzJg%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer/in (m/w/d)',b'DNS:NET Internet Service GmbH',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-in-m-w-d-at-dns-net-internet-service-gmbh-3588702357?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=9eoXWNgcWv%2BwV1SzKlDIQA%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/x)',b'roastmarket',"b'Frankfurt, Hesse, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-x-at-roastmarket-3577552898?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=3lTplZXcM%2F1kBonw7z0g0g%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Senior Django / Python Developer',b'Divio Technologies AB',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/senior-django-python-developer-at-divio-technologies-ab-3590302538?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=h2Bz%2BKTmZfFf1Y7IumMoKA%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/x)',b'K-tronik GmbH',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-x-at-k-tronik-gmbh-3579727322?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=jlz6p58Lj5ppP6gBxJWCcA%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Backend Developer (all genders)',b'pickshare',"b'Dortmund, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/backend-developer-all-genders-at-pickshare-3589265681?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=kSKkDGCqmxDDlW6qX%2BihiA%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'smart IoT',"b'Essen, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-at-smart-iot-3589815797?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=QmSWQV3%2B7q2WegGdKWURFg%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'( Data / Analytics / BI ) Engineer',b'GoPuls',"b'Berlin, Germany'",b'https://de.linkedin.com/jobs/view/data-analytics-bi-engineer-at-gopuls-3588708289?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=p2%2F0yC4NwrBvo0DDZ7S98w%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Software Engineer',b'Dubai Software Solutions AB',"b'Berlin, Germany'",b'https://de.linkedin.com/jobs/view/software-engineer-at-dubai-software-solutions-ab-3590013355?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=Mi1RpkpYV%2FIQOPJ2TuShZA%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Fullstack Developer Python/SQL \xe2\x80\x93 Supply Chain (m/w/d)',b'flaschenpost SE',"b'M\xc3\xbcnster, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/junior-fullstack-developer-python-sql-%E2%80%93-supply-chain-m-w-d-at-flaschenpost-se-3584591239?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=4Q6m5bWlIigDbE%2Fr6vnIcg%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Software Developer (m/w/d)',b'WOLFF & M\xc3\x9cLLER',"b'Ludwigsburg, Mecklenburg-West Pomerania, Germany'",b'https://de.linkedin.com/jobs/view/junior-software-developer-m-w-d-at-wolff-m%C3%BCller-3578119401?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=yJhmp3w0gicOYSANtS0rgw%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Software Engineer, Python/Go'",b'AssemblyAI',"b'Berlin, Germany'",b'https://de.linkedin.com/jobs/view/software-engineer-python-go-at-assemblyai-3571417113?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=mHMgHU3lLudbU8WL8ecdBQ%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/d)',b'advastore SE',"b'Traunstein, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-d-at-advastore-se-3571963768?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=fxC8TQWYuYL%2BIkE0BxHz0g%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Software Developer (m/f/d) Python',b'MID GmbH',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/software-developer-m-f-d-python-at-mid-gmbh-3591924182?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=G%2BPK%2FleIhQqBjP1g5Gu7Rg%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'(Junior) Data Engineer - Python (w/m/d)',b'smartclip',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/junior-data-engineer-python-w-m-d-at-smartclip-3586233971?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=EQvDci9BG%2BCXxjWt%2FQA4Lw%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Machine Learning Engineer',b'super.AI',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/machine-learning-engineer-at-super-ai-3584977648?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=LFClf0BVILKx3ngDmACcfQ%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Initiativbewerbung Werkstudent (m/w/d) / Praktikum / Abschlussarbeit',b'STARFACE GmbH',"b'Karlsruhe, Baden-W\xc3\xbcrttemberg, Germany'",b'https://de.linkedin.com/jobs/view/initiativbewerbung-werkstudent-m-w-d-praktikum-abschlussarbeit-at-starface-gmbh-3584972855?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=s1iKqzkYrGjHUMR6xuw%2Bxw%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Data Scientist (m/w/d)',b'SKOPOS',"b'H\xc3\xbcrth, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/junior-data-scientist-m-w-d-at-skopos-group-3584980365?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=inTT6i1LF3%2F7p8Jb8AGscg%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'AI / Machine Learning Engineer',b'Kittl',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/ai-machine-learning-engineer-at-kittl-3581796756?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=Za6Wd8gguApJTXvJgoXesQ%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (f/m/d)',b'IONOS',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-f-m-d-at-ionos-3580613392?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=YaDLuCMa0lwnu8X5ZJc3kA%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Software Developer (Web Development) (all genders)',b'WorkGenius Germany',"b'Hamburg, Hamburg, Germany'",b'https://de.linkedin.com/jobs/view/python-software-developer-web-development-all-genders-at-workgenius-germany-3570051769?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=H1biFNjZv0m1r4bQzYwrhA%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Software Developer (m/w/d)',b'Positive Thinking Company',"b'Frankfurt, Hesse, Germany'",b'https://de.linkedin.com/jobs/view/python-software-developer-m-w-d-at-positive-thinking-company-3589261541?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=%2BK5a4H137zAoCBRm%2Fovneg%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Software Developer (m/w/d)',b'UL Solutions',"b'Erlangen, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/junior-software-developer-m-w-d-at-ul-3580240969?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=zJKXggAotixLPer1Ur5Jsw%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/d)',b'sewts',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-d-at-sewts-3554155604?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=WhUy7Yf76aqEICZNWnRhHg%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer - Flexible Working Hours (All Genders)',b'The Recruitment 2.0 Group',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-flexible-working-hours-all-genders-at-the-recruitment-2-0-group-3581557992?refId=6iyC1%2FEGHpHKIYvkbyJS0g%3D%3D&trackingId=2eA52mD5cc9rs2m9bRtaQA%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card'
job_title,company_name,company_location,job_url
b'Python Developer (m/w/x)',b'K-tronik GmbH',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-x-at-k-tronik-gmbh-3579727322?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=AC0aLJzbFZiImis%2FQBM89w%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Fullstack Developer Python/SQL \xe2\x80\x93 Supply Chain (m/w/d)',b'flaschenpost SE',"b'M\xc3\xbcnster, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/junior-fullstack-developer-python-sql-%E2%80%93-supply-chain-m-w-d-at-flaschenpost-se-3584591239?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=QCk5KQ5e%2FaSsdju0h3vSrQ%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Software Developer (Web Development) (all genders)',b'WorkGenius Germany',"b'Hamburg, Hamburg, Germany'",b'https://de.linkedin.com/jobs/view/python-software-developer-web-development-all-genders-at-workgenius-germany-3570051769?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=CrlMRL17rYpjoQcXzfG6Lw%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'(Junior) Data Engineer - Python (w/m/d)',b'smartclip',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/junior-data-engineer-python-w-m-d-at-smartclip-3586233971?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=5EBxQ5x5kUsE9SRL%2FaMvbw%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'smart IoT',"b'Essen, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-at-smart-iot-3589815797?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=PUJuhDKBT0w4CWOAAz0JoQ%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/d)',b'advastore SE',"b'Traunstein, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-d-at-advastore-se-3571963768?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=hX2ZoRDs3LzlHMcvtWL%2F7Q%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Software Developer (m/f/d) Python',b'MID GmbH',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/software-developer-m-f-d-python-at-mid-gmbh-3591924182?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=goAW8NErpE%2B3o7yqzUpc1g%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Backend Engineer (m/f/d)',b'Jimdo',b'Germany',b'https://de.linkedin.com/jobs/view/junior-backend-engineer-m-f-d-at-jimdo-3576457307?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=h5GqrSzByEkzYZ9rt%2F7YmQ%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Machine Learning Engineer',b'super.AI',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/machine-learning-engineer-at-super-ai-3584977648?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=CQKmjlpHk%2FCKQx4%2B96iZEw%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (f/m/d)',b'IONOS',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-f-m-d-at-ionos-3580613392?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=I4IPtoE32i5e%2B7fR7EJJrA%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'AI / Machine Learning Engineer',b'Kittl',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/ai-machine-learning-engineer-at-kittl-3581796756?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=NTa7QZgNzUTSOaDZzqBygg%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Working Student - AI /ML Engineer (Computer Vision)',b'CODUCT GmbH',b'Germany',b'https://de.linkedin.com/jobs/view/working-student-ai-ml-engineer-computer-vision-at-coduct-gmbh-3589820297?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=%2B5x0q5ASmWc5LH3tjqFfcQ%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Software Engineer (w/m/d)',b'Next Kraftwerke',"b'Cologne, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/python-software-engineer-w-m-d-at-next-kraftwerke-3564915299?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=nTZeGrZ%2FcFTwMvNDhMJ4zw%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer - Flexible Working Hours (All Genders)',b'The Recruitment 2.0 Group',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-flexible-working-hours-all-genders-at-the-recruitment-2-0-group-3581557992?refId=yMtlicaBJxQYTAi3O3dM5w%3D%3D&trackingId=2oHWPE%2BulbNsxjUbLLQ%2F3A%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card'
