job_title,company_name,company_location,job_url
b'Working Student - AI /ML Engineer (Computer Vision)',b'CODUCT GmbH',b'Germany',b'https://de.linkedin.com/jobs/view/working-student-ai-ml-engineer-computer-vision-at-coduct-gmbh-3589820297?refId=QhHqExVmwiGdaf8d%2BYKkLw%3D%3D&trackingId=hO4borGlsNxNAd1nXABI%2BA%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'AI / Machine Learning Engineer',b'Kittl',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/ai-machine-learning-engineer-at-kittl-3581796756?refId=QhHqExVmwiGdaf8d%2BYKkLw%3D%3D&trackingId=iuaFYqeRq0dN6P%2BNlzC7Yw%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (f/m/d)',b'IONOS',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-f-m-d-at-ionos-3580613392?refId=QhHqExVmwiGdaf8d%2BYKkLw%3D%3D&trackingId=7z9ATHOV6VREgE6%2FHr6toQ%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Software Developer (Web Development) (all genders)',b'WorkGenius Germany',"b'Hamburg, Hamburg, Germany'",b'https://de.linkedin.com/jobs/view/python-software-developer-web-development-all-genders-at-workgenius-germany-3570051769?refId=QhHqExVmwiGdaf8d%2BYKkLw%3D%3D&trackingId=vspRuOHm2LIawwswFtPJFg%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Software Developer (m/w/d)',b'Positive Thinking Company',"b'Frankfurt, Hesse, Germany'",b'https://de.linkedin.com/jobs/view/python-software-developer-m-w-d-at-positive-thinking-company-3589261541?refId=QhHqExVmwiGdaf8d%2BYKkLw%3D%3D&trackingId=sNP3hpbkaRRmheRqdPtF6w%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/d)',b'sewts',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-d-at-sewts-3554155604?refId=QhHqExVmwiGdaf8d%2BYKkLw%3D%3D&trackingId=%2BKK4eyEJCBFXi32Ydk97zA%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer - Flexible Working Hours (All Genders)',b'The Recruitment 2.0 Group',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-flexible-working-hours-all-genders-at-the-recruitment-2-0-group-3581557992?refId=QhHqExVmwiGdaf8d%2BYKkLw%3D%3D&trackingId=xCFVgZrrMt1JhZBDyJq8yw%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Software Engineer (w/m/d)',b'Next Kraftwerke',"b'Cologne, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/python-software-engineer-w-m-d-at-next-kraftwerke-3564915299?refId=QhHqExVmwiGdaf8d%2BYKkLw%3D%3D&trackingId=R5JMMUN0%2B8VWaHegpDliKA%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Intermediate Python Specialist (gn) Hamburg o. 100% Remote',b'workidentity GmbH',b'Germany',b'https://de.linkedin.com/jobs/view/intermediate-python-specialist-gn-hamburg-o-100%25-remote-at-workidentity-gmbh-3584980575?refId=QhHqExVmwiGdaf8d%2BYKkLw%3D%3D&trackingId=GSUrQo8EM4ZmWDeYvyN%2BLw%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Machine Learning Engineers (Computer Vision)',b'Retail Foundation',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/machine-learning-engineers-computer-vision-at-retail-foundation-3589823043?refId=QhHqExVmwiGdaf8d%2BYKkLw%3D%3D&trackingId=GIeM%2BKFTlPbepLrP5sHnkw%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Data Scientist (m/f/d)',b'aimpower GmbH',b'Germany',b'https://de.linkedin.com/jobs/view/data-scientist-m-f-d-at-aimpower-gmbh-3584975734?refId=QhHqExVmwiGdaf8d%2BYKkLw%3D%3D&trackingId=XdeHujDoXLHUVx9tcF9zvw%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Entwickler (m/w/d) - 100% remote m\xc3\xb6glich',b'Connecting Dots GmbH & Co. KG',b'Germany',b'https://de.linkedin.com/jobs/view/python-entwickler-m-w-d-100%25-remote-m%C3%B6glich-at-connecting-dots-gmbh-co-kg-3568148585?refId=QhHqExVmwiGdaf8d%2BYKkLw%3D%3D&trackingId=on9tYqet%2B347j6Wc5wOP8Q%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card'
job_title,company_name,company_location,job_url
b'Graduate Software Developer (Python)',b'Qdrant',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/graduate-software-developer-python-at-qdrant-3589271533?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=r099Y7Uk70YRDadkMH14Ew%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Software Development Python - Internship',b'emax digital',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/software-development-python-internship-at-emax-digital-3584986126?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=mY%2F1dR42u%2BoQ6baMWJDbnA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Senior Python Developer',b'payabl.',"b'Frankfurt, Hesse, Germany'",b'https://de.linkedin.com/jobs/view/senior-python-developer-at-payabl-3580760916?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=KAMdVpRdAKfAFPuDXiZzVw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Backend Developer (Python)',b'Preisenergie',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/backend-developer-python-at-preisenergie-3584975432?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=1Pb9SceZNcpQFupzQb8zAg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Full-Stack Software Engineer, Python'",b'Prestatech',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/full-stack-software-engineer-python-at-prestatech-3590333176?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=6So2imXpNngLvEl0g7O%2FUg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Junior Full Stack Developer, Python + React (m/f/d)'",b'Preisenergie',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/junior-full-stack-developer-python-%2B-react-m-f-d-at-preisenergie-3584972413?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=FkkiOujMY7wTG4ZbKk7D4A%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'Grupo Norconsulting',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-at-grupo-norconsulting-3552019965?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=2y0PT5UGtAgd%2FbjhIR2tiw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Senior Python Engineer (hybrid)',b'BeamNG GmbH',"b'Bremen, Bremen, Germany'",b'https://de.linkedin.com/jobs/view/senior-python-engineer-hybrid-at-beamng-gmbh-3556938548?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=nLgMVlAar1bstslWBM%2FmAg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Backend Engineer - Python',b'Memfault',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/backend-engineer-python-at-memfault-3564019716?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=dsvmKGJfvXySnyLkDlJMDg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/f/d)',b'sewts',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-f-d-at-sewts-3588022814?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=K9sveGlkImwjEqQT%2BWTKmw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer with Odoo - remote work',b'Sowelo Consulting sp. z o.o. sp. k.',b'Germany',b'https://de.linkedin.com/jobs/view/python-developer-with-odoo-remote-work-at-sowelo-consulting-sp-z-o-o-sp-k-3555921003?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=no2uUbWO0bIoQ0rPWQoKWQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Software developer:in Python',b'atene KOM GmbH',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/software-developer-in-python-at-atene-kom-gmbh-3591923181?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=1e%2B7OUo2d%2Bfbo47TysS7xg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Junior Software Developer (m/f/d)',b'ARMON GmbH',"b'Rheinb\xc3\xb6llen, Rhineland-Palatinate, Germany'",b'https://de.linkedin.com/jobs/view/junior-software-developer-m-f-d-at-armon-gmbh-3591918983?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=T2H9O72CISESn58tCTgTMw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Junior Software Developer (m/w/d)',b'Panther Pricing',"b'Frankfurt am Main, Hesse, Germany'",b'https://de.linkedin.com/jobs/view/junior-software-developer-m-w-d-at-panther-solutions-3586236946?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=FBplRiDJ9r7RXSZG%2F554Rw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Senior Software Engineer (Open Source / Python)',b'dltHub',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/senior-software-engineer-open-source-python-at-dlthub-3590337317?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=zlcZkbcPnn4KWeZtHDUyHg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'(Senior) QA Automation Engineer - Python with Selenium (gn)',b'MEDWING',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/senior-qa-automation-engineer-python-with-selenium-gn-at-medwing-3590346128?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=lREw23pTvgXSeWvHXta5XQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Software Engineer Python REMOTE (all genders)',b'AllocNow GmbH',b'Germany',b'https://de.linkedin.com/jobs/view/software-engineer-python-remote-all-genders-at-allocnow-gmbh-3574517462?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=MlWoc4iYHlIoVgKBLVh9iQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Backend Engineer - Python',b'Buddywise',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/backend-engineer-python-at-buddywise-3567534871?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=UC986zFOGqUnMtyv5mRTDA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Backend Developer (m/f/d)',b'Vantis',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-backend-developer-m-f-d-at-vantis-3569801376?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=xpwKxLHD7v0qYJcjfKqsrw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Senior Backend Engineer (m/f/d)',b'Y42',"b'Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-senior-backend-engineer-m-f-d-at-y42-3585539171?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=198W5nef6pOUCZJNmJnoqA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Software Engineer - Internship',b'prenode',"b'Karlsruhe, Baden-W\xc3\xbcrttemberg, Germany'",b'https://de.linkedin.com/jobs/view/software-engineer-internship-at-prenode-3584983011?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=NXAGp237KvQhoxmygNlNBQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'(Junior) Software Developer \xe2\x80\x93 Inhouse (w/m/d)',b'Energieversum GmbH & Co. KG',"b'G\xc3\xbctersloh, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/junior-software-developer-%E2%80%93-inhouse-w-m-d-at-energieversum-gmbh-co-kg-3591923174?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=UT8VCCE6HM7PwHuB8cy2iA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Software Engineer Python (all genders)',b'AllocNow GmbH',"b'Bonn, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/software-engineer-python-all-genders-at-allocnow-gmbh-3584975452?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=BNctTkczc5g3Z95Igqd2bg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/x)',b'roastmarket',"b'Frankfurt, Hesse, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-x-at-roastmarket-3577552898?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=4dwj78A8DSgGJQ6jn3dw1A%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Senior Django / Python Developer',b'Divio Technologies AB',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/senior-django-python-developer-at-divio-technologies-ab-3590302538?refId=%2BJL%2FvPRtLD3O5lND1GYcZw%3D%3D&trackingId=nz0nmtzOTT8CU9eKF%2B2Ucg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/x)',b'roastmarket',"b'Frankfurt, Hesse, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-x-at-roastmarket-3577552898?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=cNxW%2FOVT7gghGoxzS2PSMg%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Fullstack Developer* mit Python Superpower // 100% Remote // 85.000\xe2\x82\xac (*m/w/d)',b'NXT Hero',b'Germany',b'https://de.linkedin.com/jobs/view/fullstack-developer-mit-python-superpower-100%25-remote-85-000%E2%82%AC-m-w-d-at-nxt-hero-3589268995?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=2NDcLvvehRtlJWB2xywiFQ%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Senior Django / Python Developer',b'Divio Technologies AB',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/senior-django-python-developer-at-divio-technologies-ab-3590302538?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=JXjvgBXgGpVjfCK8cKiQaQ%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/x)',b'K-tronik GmbH',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-x-at-k-tronik-gmbh-3579727322?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=P8%2F0His1Ep6obxIBPdzyBg%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'smart IoT',"b'Essen, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-at-smart-iot-3589815797?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=P%2BRyFlgiyoP9lOpul5Dsyw%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Fullstack Developer Python/SQL \xe2\x80\x93 Supply Chain (m/w/d)',b'flaschenpost SE',"b'M\xc3\xbcnster, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/junior-fullstack-developer-python-sql-%E2%80%93-supply-chain-m-w-d-at-flaschenpost-se-3584591239?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=poD4oNBqHBoz24n7SjcdOg%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Web-Developer*in (m/w/d)',b'Collective Brain',"b'Hamburg, Hamburg, Germany'",b'https://de.linkedin.com/jobs/view/junior-web-developer-in-m-w-d-at-collective-brain-3589270914?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=jI1gOPbiCr0L4Ssred47yg%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Software Engineer, Python/Go'",b'AssemblyAI',"b'Berlin, Germany'",b'https://de.linkedin.com/jobs/view/software-engineer-python-go-at-assemblyai-3571417113?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=R6ur44C1qPrORw7VdJ8faA%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Back End Developer (m/w/d)',b'apploft. GmbH',"b'Hamburg, Hamburg, Germany'",b'https://de.linkedin.com/jobs/view/junior-back-end-developer-m-w-d-at-apploft-gmbh-3584981518?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=JSKl%2BDbhyrQ13hS7WBzniw%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/d)',b'advastore SE',"b'Traunstein, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-d-at-advastore-se-3571963768?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=2EBGdvTS5A8Q1vvmJgxLlw%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Senior Software Engineer (Open Source / Python)',b'dltHub',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/senior-software-engineer-open-source-python-at-dlthub-3590337317?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=f1YRHE58LwLF6O6cS6yBZA%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Software Engineer',b'Dubai Software Solutions AB',"b'Berlin, Germany'",b'https://de.linkedin.com/jobs/view/software-engineer-at-dubai-software-solutions-ab-3590013355?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=fM%2BLNmuw1Cc6e6Qh2iSKSQ%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'(Junior) Data Engineer - Python (w/m/d)',b'smartclip',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/junior-data-engineer-python-w-m-d-at-smartclip-3586233971?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=bqNQADhEqOGzwgzDPhzcjA%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Working Student - AI /ML Engineer (Computer Vision)',b'CODUCT GmbH',b'Germany',b'https://de.linkedin.com/jobs/view/working-student-ai-ml-engineer-computer-vision-at-coduct-gmbh-3589820297?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=FmkkyEwoekiSp9qDM65v0w%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Machine Learning Engineers (Computer Vision)',b'Retail Foundation',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/machine-learning-engineers-computer-vision-at-retail-foundation-3589823043?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=a2uCcaQWpz84BBLYT5sUYA%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (f/m/d)',b'IONOS',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-f-m-d-at-ionos-3580613392?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=cWS6C%2FyXs1AGed%2Bc0V%2B1GQ%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Software Developer (m/f/d) Python',b'MID GmbH',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/software-developer-m-f-d-python-at-mid-gmbh-3591924182?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=3J1fELCTQUobE1RpwNkYxQ%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Software Developer (Web Development) (all genders)',b'WorkGenius Germany',"b'Hamburg, Hamburg, Germany'",b'https://de.linkedin.com/jobs/view/python-software-developer-web-development-all-genders-at-workgenius-germany-3570051769?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=PefqcgbvAVTPHjI%2BkHRYeg%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Backend Entwickler (m/w/d)',b'SPRYLAB',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-backend-entwickler-m-w-d-at-purple-3586240993?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=PYbBJnfP%2BNBknwVuPmjNJw%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Internship - Technology Investment Banking Analyst - Berlin - 2023',b'Clipperton',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/internship-technology-investment-banking-analyst-berlin-2023-at-clipperton-3590315691?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=c2Z2ZnDIucMks5H8OPhObg%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/d)',b'sewts',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-d-at-sewts-3554155604?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=Han%2FsL%2BKY6cOxdZxVbKhpA%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Developer - Flexible Working Hours (All Genders)',b'The Recruitment 2.0 Group',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-flexible-working-hours-all-genders-at-the-recruitment-2-0-group-3581557992?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=dUaOsjJ1nvAJ%2FLFmaXozKg%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Software Engineer (w/m/d)',b'Next Kraftwerke',"b'Cologne, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/python-software-engineer-w-m-d-at-next-kraftwerke-3564915299?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=jpXv2zuUiUVyw8f1FNHwQQ%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Quality Engineer (f/m/x)',b'Skeleton Technologies',"b'Gro\xc3\x9fr\xc3\xb6hrsdorf, Saxony, Germany'",b'https://de.linkedin.com/jobs/view/quality-engineer-f-m-x-at-skeleton-technologies-3591436464?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=oaOK5v2jrBwTiULys0UM2g%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Python Entwickler (m/w/d)',b'E.ON',"b'Essen, North Rhine-Westphalia, Germany'",b'https://de.linkedin.com/jobs/view/python-entwickler-m-w-d-at-e-on-3591380575?refId=nw0KAl8RkiCdIkcl6lP70A%3D%3D&trackingId=fhysmwWZ4rifv%2B%2F7tDNv7A%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card'
job_title,company_name,company_location,job_url
b'Software Development Python - Internship',b'emax digital',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/software-development-python-internship-at-emax-digital-3584986126?refId=SuRfQNh7nVQy0Tuuf%2BrNjA%3D%3D&trackingId=6tg7mkMRpDbPorvig%2BvIAA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Graduate Software Developer (Python)',b'Qdrant',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/graduate-software-developer-python-at-qdrant-3589271533?refId=SuRfQNh7nVQy0Tuuf%2BrNjA%3D%3D&trackingId=RoQrVcgjkq0nfFp3p6AvVw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Backend Developer (Python)',b'Preisenergie',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/backend-developer-python-at-preisenergie-3584975432?refId=SuRfQNh7nVQy0Tuuf%2BrNjA%3D%3D&trackingId=icG%2Fg5mILHBNn6DI%2BHTD3w%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Senior Python Developer',b'payabl.',"b'Frankfurt, Hesse, Germany'",b'https://de.linkedin.com/jobs/view/senior-python-developer-at-payabl-3580760916?refId=SuRfQNh7nVQy0Tuuf%2BrNjA%3D%3D&trackingId=PSd9fRgNY1O1LqgDbPAbrg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Full-Stack Software Engineer, Python'",b'Prestatech',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/full-stack-software-engineer-python-at-prestatech-3590333176?refId=SuRfQNh7nVQy0Tuuf%2BrNjA%3D%3D&trackingId=MRobsWCGMJbqqsOI1wRmrw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Junior Full Stack Developer, Python + React (m/f/d)'",b'Preisenergie',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/junior-full-stack-developer-python-%2B-react-m-f-d-at-preisenergie-3584972413?refId=SuRfQNh7nVQy0Tuuf%2BrNjA%3D%3D&trackingId=%2BETOnYXhzwC9gtdLqDHeyg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer',b'Grupo Norconsulting',"b'Berlin, Berlin, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-at-grupo-norconsulting-3552019965?refId=SuRfQNh7nVQy0Tuuf%2BrNjA%3D%3D&trackingId=1Cyvk3fTZDd4cVNULP4xvQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Senior Python Engineer (hybrid)',b'BeamNG GmbH',"b'Bremen, Bremen, Germany'",b'https://de.linkedin.com/jobs/view/senior-python-engineer-hybrid-at-beamng-gmbh-3556938548?refId=SuRfQNh7nVQy0Tuuf%2BrNjA%3D%3D&trackingId=ybfR7mqwAXYf7ZGiVvQTcg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Python Developer (m/w/d)',b'AlphaPet Ventures GmbH',"b'Munich, Bavaria, Germany'",b'https://de.linkedin.com/jobs/view/python-developer-m-w-d-at-alphapet-ventures-gmbh-3584976181?refId=SuRfQNh7nVQy0Tuuf%2BrNjA%3D%3D&trackingId=QZ1GgQYhAd2UNLAGdYgIZw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card'
